 iy id it imin qn qh qe qs qf U RH Tair pres rain kdown snow ldown fcld wuh xsmd lai kdiff kdir wdir
150 2013 7 7 0 -999 -999 -999 -999 -999 1.3 98.97 2.73 95.0 0.0 0.0 -999 250.8 -999 -999 -999 -999 -999 -999 -999
151 2013 7 8 0 -999 -999 -999 -999 -999 2.03 99.13 2.51 95.0 0.0 0.32 -999 251.48 -999 -999 -999 -999 -999 -999 -999
152 2013 7 9 0 -999 -999 -999 -999 -999 2.18 98.74 2.3 95.0 0.0 60.94 -999 269.78 -999 -999 -999 -999 -999 -999 -999
153 2013 7 10 0 -999 -999 -999 -999 -999 2.07 88.52 4.37 95.0 0.0 189.61 -999 275.7 -999 -999 -999 -999 -999 -999 -999
154 2013 7 11 0 -999 -999 -999 -999 -999 1.68 80.33 4.78 95.0 0.0 342.89 -999 268.08 -999 -999 -999 -999 -999 -999 -999
155 2013 7 12 0 -999 -999 -999 -999 -999 1.19 76.27 4.7 95.0 0.0 455.22 -999 270.19 -999 -999 -999 -999 -999 -999 -999
156 2013 7 13 0 -999 -999 -999 -999 -999 0.94 60.01 7.01 95.0 0.0 484.71 -999 286.67 -999 -999 -999 -999 -999 -999 -999
157 2013 7 14 0 -999 -999 -999 -999 -999 0.74 59.87 7.17 95.0 0.0 266.61 -999 303.24 -999 -999 -999 -999 -999 -999 -999
158 2013 7 15 0 -999 -999 -999 -999 -999 1.11 60.25 7.09 95.0 0.0 191.88 -999 322.76 -999 -999 -999 -999 -999 -999 -999
159 2013 7 16 0 -999 -999 -999 -999 -999 1.65 58.48 7.08 95.0 0.0 111.92 -999 317.62 -999 -999 -999 -999 -999 -999 -999
160 2013 7 17 0 -999 -999 -999 -999 -999 2.06 59.73 7.01 95.0 0.0 59.85 -999 320.98 -999 -999 -999 -999 -999 -999 -999
161 2013 7 18 0 -999 -999 -999 -999 -999 3.05 69.63 5.12 95.0 0.0 18.07 -999 321.46 -999 -999 -999 -999 -999 -999 -999
